,id,text,user,datetime,retweet_count,favorite_count,	,cluster
256,870478100815122434,A fact check of Trump's Paris withdrawal speech is on the front page of tomorrow's New York Times. https://t.co/h4LzlqGBwQ,14540264,2017-06-02 03:12:06,18,17,3468998,6
259,870478855638790144,RT @TheAnimalRescue: In the LA area? Come join our friends @BatheToSave and @kingsthings on 6/11 and help raise money for shelter pets! htt…,22685200,2017-06-02 03:15:06,17,0,3458013,3
260,870479194156937217,Be the Clobberin’ Time you want to see in the world,643653,2017-06-02 03:16:27,20,73,3448552,3
261,870479279712325632,.@RepSpeier: Nunes is a ‘Puppet of the President’ via @MSNBC https://t.co/Saayy0Ikxa,16031927,2017-06-02 03:16:47,73,192,3467214,7
263,870479567638720512,.@RumsfeldOffice: Putin Shouldn’t Be Encouraged to ‘Make Mischief’ via @MSNBC https://t.co/rYoGMxRIdI,16031927,2017-06-02 03:17:56,25,88,3467145,7
264,870480342553112577,US travel ban goes to Supreme Court https://t.co/MNTf1JFS2T,742143,2017-06-02 03:21:01,265,296,3458692,7
266,870480664247848960,Got it. Thanks. https://t.co/TVA6p6Wi2d,27311044,2017-06-02 03:22:17,32,219,3466411,7
267,870480885031849988,RT @BraddJaffy: .@Isikoff: Trump admin began secret effort to ease Russia sanctions—alarmed State Dept officials fought to stop them https:…,4248211,2017-06-02 03:23:10,1401,0,3449937,23
269,870481117337587712,"RT @BenMullin: .@Fahrenthold came to Poynter today! Here's what he had to say about the campaign, the NYT, and what he's up to now:
https:/…",8383592,2017-06-02 03:24:05,14,0,3460079,43
270,870481250888404992,Harvard Professor Claims The International Community Created the United States https://t.co/2CdVJ9s7Eg,640893,2017-06-02 03:24:37,55,53,3449773,7
272,870481797385269249,"RT @BBCNewsAsia: The British student who wants you to study in North Korea

https://t.co/iJGlCOnxUs https://t.co/v9Iq5xixSP",742143,2017-06-02 03:26:47,80,0,3458346,43
273,870481883968176130,"RT @seanmdav: If you can't tell me how many genders there are or when human life begins, I'll kindly pass on your theories about the weathe…",640893,2017-06-02 03:27:08,7012,0,3449622,3
274,870481932206968832,"RT @Heminator: Man, I wish journalists were even half as fanatical about asking Democrats how many genders there are or when life begins. h…",640893,2017-06-02 03:27:20,418,0,3449610,3
276,870482613730910209,An untrained artist's handcrafted collages are hopelessly lost in thought: https://t.co/duKjM0V8Lx https://t.co/NRMEEBw93P,23818581,2017-06-02 03:30:02,105,421,3458950,7
277,870482625164660736,"The U.S. can’t quit the Paris climate agreement, because it never actually joined https://t.co/bRColStM0H",14197312,2017-06-02 03:30:05,17,8,3449851,7
278,870482627526045696,Cannot wait to hear what Trump's Christian apologists have to say about this. https://t.co/sgcnrxjOTl,640893,2017-06-02 03:30:05,39,87,3449445,6
279,870482657611788288,"Hacker, banker, soldier, spy: this is the guide to the key players in the Trump-Russia scandal https://t.co/YjUwqJXoEy",18510860,2017-06-02 03:30:13,182,196,3459247,6
280,870482663764897793,"If the man who ghostwrote Trump's ""The Art of the Deal"" wrote the book today, he'd call it ""The Sociopath"" https://t.co/DDC3zQRGCk",14677919,2017-06-02 03:30:14,374,718,3458432,6
283,870483127369695232,I'd go with strutting and clapping after making a tackle past the first down marker. https://t.co/vIQjPMvJh8,38271276,2017-06-02 03:32:05,13,132,3467269,7
284,870483438721048576,We can help speed Trump's departure from The White House by encouraging him to continue making delusional statement… https://t.co/WjwwxUG9cM,637338906,2017-06-02 03:33:19,155,748,3446732,6
285,870483566035173376,This. https://t.co/cnFwe0iw0a,20479813,2017-06-02 03:33:49,75,531,3461329,7
286,870483609014206464,What is it about the National Spelling Bee that's so fascinating? https://t.co/ddRmWPGX7L #TNYarchive https://t.co/NGD5RbuL1Q,14677919,2017-06-02 03:33:59,29,114,3458207,7
290,870484529286443008,"So then why the outrage?  It's all about appearances, which is extremely superficial. https://t.co/CffX5ZNcy9",640893,2017-06-02 03:37:39,26,86,3448991,7
291,870485037497671680,MSNBC/NBC's Russia expert yet again at the heart of the false conspiracy-spreading. https://t.co/LFyztwE8e7,16076032,2017-06-02 03:39:40,256,442,3448307,7
292,870485481019940864,"RT @grabmybutstick: Bernie my guy, since you're paying attention, take some notes on Corbyn's foreign policy stances. https://t.co/vixMTsL1…",16076032,2017-06-02 03:41:26,629,0,3448201,43
293,870486152385413120,"RT @BBCBreaking: Authorities now say at least 34 bodies found after lone gunman incident at Resorts World Manila

https://t.co/UBY1GBHUaJ",742143,2017-06-02 03:44:06,645,0,3457307,43
296,870486519101898752,RT @Steve_U_DS: @mtaibbi my vote's for the routine fleecing of taxpayers to build stadiums that serve no purpose other than to further enri…,38271276,2017-06-02 03:45:33,49,0,3466461,3
302,870487510094192640,"Nobody will care unless they win the series, but the Warriors just achieved the highest Elo rating in NBA history.… https://t.co/dpu7cF9sw6",16017475,2017-06-02 03:49:29,453,927,3461856,7
303,870487676805197826,"Trump said ""I dont want to say anything that might  make me seem foolish,"" ,,,not realizing he's been doing that since inauguration day",637338906,2017-06-02 03:50:09,662,3237,3445722,16
306,870488315132342273,"Basically this means the Warriors are as tough to beat right now as any NBA team has been, ever. The '96 Bulls previously held the record.",16017475,2017-06-02 03:52:41,196,562,3461664,3
307,870488854888710144,"RT @ACLU: The purpose of child pornography laws is to prevent minors from being abused, not criminalize young people for sexual experimenta…",13524182,2017-06-02 03:54:50,9138,0,3463602,10
308,870488896945172480,Is ISIS 'infiltrating America and using Syrians to do it'? https://t.co/6S2Covi1C8 https://t.co/pgRwmbbs60,8953122,2017-06-02 03:55:00,119,174,3490406,7
309,870488919472844800,"RT @AmyJBrittain: When the White House won't confirm basic facts, you have to get creative. We used flight data to nail down the date for K…",13524182,2017-06-02 03:55:05,2567,0,3463587,3
311,870489321408794624,"RT @BBCNewsAsia: What we know: Resorts World Manila attack

- Armed man fires shots in casino
- Dies after setting himself on fire
- At lea…",742143,2017-06-02 03:56:41,185,0,3456552,3
312,870489408553857024,RT @HelenKennedy: This moronic tweet is redeemed by the replies. https://t.co/UxwWvzEAev,7076492,2017-06-02 03:57:02,189,0,3450123,43
313,870489552707665920,"RT @JimmyKimmelLive: Tonight on #Kimmel @SarahKSilverman #ASpeckOfDust, @JimmyButler #Bulls, @PostMalone #Stoney &amp; a special hair-weave epi…",30364057,2017-06-02 03:57:36,87,0,3445409,35
314,870489803359498240,"RT @edyong209: US science lies down on sofa in front of Macron: ""Fund me like one of your French scientists.""",17385903,2017-06-02 03:58:36,283,0,3453534,3
315,870490164291751936,What are inmates learning in prison? Not much. https://t.co/eZeKJHbhEg https://t.co/RgzlM2p0dj,23818581,2017-06-02 04:00:02,27,61,3457150,7
316,870490235926216704,"To save yourself from sextortion, send naked mole rats, not nudes: https://t.co/PPPPtSONGK https://t.co/ygovXxiHZU",14677919,2017-06-02 04:00:19,59,165,3456627,7
317,870491028016574464,"Only in Palo Alto could Nimbyism extend to ""we don't want a high-end restaurant on our main commercial avenue"" https://t.co/McMc12tOju",16399949,2017-06-02 04:03:28,29,79,3450010,7
318,870491070538420224,"RT @jesseberney: How are you tweeting anything other than ""I'm so so sorry"" over and over again https://t.co/RnCU7gucP8",7076492,2017-06-02 04:03:38,3302,0,3449727,43
319,870491159491002368,RT @SamSacks: Imagine believing this https://t.co/wg7RkBPhuV,13524182,2017-06-02 04:04:00,306,0,3463052,43
321,870491426601054208,UK electorate largely disenfranchised by 1st-past-the-post. Vote tactically to defeat the Tories (UKIP wannabes): https://t.co/e3O4hb2XP3,15143478,2017-06-02 04:05:03,166,550,3451220,7
322,870491607027417090,RT @KDbyProxy: @daveweigel @Mobute B/c America! https://t.co/BgPSKXIaP2,13524182,2017-06-02 04:05:46,35,0,3462946,43
323,870491729694146560,"Tonight's comic is about feelings.

https://t.co/oq7N2bHRfi https://t.co/hRO7wMyes5",643653,2017-06-02 04:06:15,190,383,3445564,7
327,870493535539089409,"RT @BenjaminNorton: Corbyn surges ahead of Theresa May in London: Labour 17% up in UK capital, as ""inevitable"" Tory victory crumbles
https:…",16076032,2017-06-02 04:13:26,426,0,3446281,43
329,870494321492975616,"RT @BBCNewsAsia: Scenes from Manila following the events of #resortsworldattack 

https://t.co/YbgWWqZ18N https://t.co/TeHyQjhkoi",742143,2017-06-02 04:16:33,67,0,3455360,43
334,870496007787659264,RT @ericpanzer: Says the man who was the deciding vote against Bus Rapid Transit and who's voted against roughly 1500 units of housing. htt…,16399949,2017-06-02 04:23:15,125,0,3448823,3
336,870496547535863812,RT @ericpanzer: Says the man who was the deciding vote against Bus Rapid Transit and who's voted against roughly 1500 units of housing. htt…,16244449,2017-06-02 04:25:24,125,0,3446641,3
338,870497064513187841,RT @AmericanThinker: What it's all about. Musk is the Mother of all Corporate Welfare Queens https://t.co/FeVIRsjLQr,14465607,2017-06-02 04:27:27,61,0,3463065,43
341,870498581358051329,RT @RickSantorum: Sad to be criticized by the left for something as obvious as solar (clouds &amp; darkness) and wind (calm winds) are not reli…,14321959,2017-06-02 04:33:29,331,0,3447099,35
342,870498676912685059,@KevinHart4real Thank you my dear sweet Kevin - nice shot!,26053643,2017-06-02 04:33:52,28,188,3453095,3
344,870499266938118145,Paris climate deal: Dismay as Trump signals exit from accord https://t.co/TorQ8OgfSt,742143,2017-06-02 04:36:12,147,277,3454181,6
346,870504818036555777,"RT @BBCBreaking: #Resortsworldattack: 'Still no info about attacker's nationality', Philippine police superintendent tells BBC 

https://t.…",742143,2017-06-02 04:58:16,481,0,3452857,43
348,870505377971884033,"Add Stone to the list of former top Trump aides who, despite being under investigation, are still winning attention… https://t.co/3oQWHlYKRg",14677919,2017-06-02 05:00:29,51,77,3453017,6
349,870507640715059200,"RT @BBCNewsAsia: @BBCBreaking #ResortsWorldManila attack: CCTV photos of gunman, released by Philippine police.

Dressed in black, carrying…",742143,2017-06-02 05:09:29,74,0,3452184,13
351,870510629282381829,"RT @McFaul: Why are Trump supporters concerned about loss of sovereignty from climate accord, but don't care about our sovereignty over our…",60919240,2017-06-02 05:21:21,7503,0,3459996,16
352,870510672236261378,RT @NBCNews: New York landmarks go green in support of Paris Climate Accord https://t.co/4gWDAn06Cj via @nbcnewyork https://t.co/8PepYXGd26,60919240,2017-06-02 05:21:32,1046,0,3459985,43
353,870511215662948352,.@David_Gergen is right. https://t.co/79zn1Ph2Cl,60919240,2017-06-02 05:23:41,377,1275,3459856,7
354,870511377881874432,RT @anneapplebaum: Surprise! Much of what Trump said about climate change is simply untrue https://t.co/DJCylOpitV,60919240,2017-06-02 05:24:20,432,0,3459817,23
356,870514577154252800,"Ken,Have your children had to run to a safe room or get under a Kevlar blanket?ever wonder if dad would be killed?M… https://t.co/Z41yhK3EHX",17454769,2017-06-02 05:37:03,297,1888,3449892,7
358,870518397712257024,"RT @BraddJaffy: BERLIN (AP) -- France, Germany, Italy issue joint statement saying Paris climate accord can't be renegotiated.",282545479,2017-06-02 05:52:14,2686,0,3484315,3
359,870518960743043072,RT @ishaantharoor: A simple fact that can't be overstated: In no other country in the world is climate change the subject of partisan debat…,282545479,2017-06-02 05:54:28,6858,0,3484181,3
360,870520365667106816,How to NOT cure your panic attacks: https://t.co/Hlaq178m5r https://t.co/GUztflO8ux,23818581,2017-06-02 06:00:03,39,121,3449949,7
361,870520458549972996,"If you study the frequency of breast jokes in “Baywatch,” it seems to have been made by 14-year-old boys:… https://t.co/wLPy6IjWas",14677919,2017-06-02 06:00:25,26,77,3449421,7
362,870523551928860673,"Please share @chunkymark explaining Labour's fiscal policy to the rich""
https://t.co/lXWKm2tmrq #forthemanynotthefew",19811190,2017-06-02 06:12:42,358,285,3447040,7
363,870524718658408448,"For the fact-shy, debate-shy, fake news, Trump-asslicking Tories in my timeline: here's Labour's ""magic money tree"" https://t.co/tobFsa3jMF",19811190,2017-06-02 06:17:21,4376,4698,3446761,6
364,870524918420525057,"RT @BBCNewsAsia: @BBCBreaking #ResortsWorldManila attack: ""Our daughter called us. There was smoke in casino and they were suffocating.""

h…",742143,2017-06-02 06:18:08,29,0,3448065,3
365,870524939903696896,"RT @BBCNewsAsia: The young Japanese working themselves to death

https://t.co/rtXOcyXI4m https://t.co/e0X2pXUbI3",742143,2017-06-02 06:18:13,190,0,3448060,43
366,870525005217488896,How foolish of me &amp; sensible of all U who pointed out that Trump's ridiiculous outpourings must have started on the day he started to speak,637338906,2017-06-02 06:18:29,89,628,3436822,16
367,870525590750801920,RT @EmmanuelMacron: https://t.co/3g5LYO9Osj,19811190,2017-06-02 06:20:49,240038,0,3446553,43
368,870526494619049989,"Ananya Vinay, 12, wins US spelling bee with 'marocain' https://t.co/L9q9og0xn4",742143,2017-06-02 06:24:24,201,656,3447689,7
369,870526816250974208,https://t.co/5WGFOiQ3WO Snapchat spectacles arrive in UK - be honest do I look good in these?,1294741,2017-06-02 06:25:41,17,41,3443291,7
370,870529416547500033,This is what revolution looks like -to Chinese workers today these pics would read like an alternative reality movie https://t.co/vduYIucMpi,19811190,2017-06-02 06:36:01,68,87,3445641,7
373,870533652475727873,"She was a model but now she's fighting so-called Islamic State
https://t.co/vhtNDIZnQu https://t.co/THh9le11NM",742143,2017-06-02 06:52:51,891,1607,3445982,7
374,870533777642192896,@JohnRentoul What do you care? You would rather have Theresa May in power than Corbyn. That's what you told me.,19811190,2017-06-02 06:53:20,55,163,3444602,3
375,870534388391522304,Syria: Former model turned soldier returns to battle https://t.co/wRgfL9OgDi,742143,2017-06-02 06:55:46,183,368,3445807,7
376,870535466918924288,Meet the activists occupying a British prison: https://t.co/sqlo5yJYmN https://t.co/8NDyqfjohv,23818581,2017-06-02 07:00:03,25,129,3446349,7
377,870535536439697409,"When a Bronx father tried to send his incarcerated son a care package, he got unexpected news:… https://t.co/AMx9UUYl3D",14677919,2017-06-02 07:00:20,40,61,3445825,7
378,870536304664162304,EXCLUSIVE Labour MP's Leaked Letter: 'People Have More Confidence in Theresa May Than Jeremy Corbyn… https://t.co/Qf7mQ9UQ2J,465973,2017-06-02 07:03:23,353,253,3441270,7
379,870536993503145984,If the media had done a better job of covering climate change over the years Trump couldn't have behaved as he did y'day,19534873,2017-06-02 07:06:07,168,327,3440504,16
384,870538357985746944,Coal country kids divided on Trump Paris pullout https://t.co/ZDPcWlo6I2,742143,2017-06-02 07:11:33,57,108,3444860,6
388,870539597297713152,RT @TheProgAlliance: THE most important website of the whole General Election. Please do share this far and wide https://t.co/vXarfrCmuC,19811190,2017-06-02 07:16:28,489,0,3443214,43
389,870540376632938496,"RT @David_Cameron: Deeply regret US pulling out of Paris accord. No agreement is perfect, but unlike previous deals all key countries invol…",22812734,2017-06-02 07:19:34,1180,0,3442461,3
